0.000	-0.036
0.020	-0.530
0.040	-0.148
0.060	-0.054
0.080	-0.066
0.100	-0.037
0.120	-0.450
0.140	-0.027
0.160	0.200
0.180	0.362
0.200	0.211
0.220	-0.337
0.240	-0.107
0.260	-0.071
0.280	-0.188
0.300	0.061
0.320	-0.177
0.340	-0.290
0.360	-0.028
0.380	-0.054
0.400	-0.004
0.420	0.064
0.440	0.074
0.460	-0.030
0.480	-0.026
0.500	-0.036
0.520	-0.232
0.540	-0.167
0.560	0.025
0.580	0.188
0.600	0.169
0.620	-0.006
0.640	0.036
0.660	0.052
0.680	0.106
0.700	0.055
0.720	-0.152
0.740	-0.162
0.760	-0.030
0.780	-0.053
0.800	-0.031
0.820	-0.023
0.840	0.051
0.860	-0.110
0.880	0.086
0.900	0.046
0.920	-0.138
0.940	-0.020
0.960	-0.269
0.980	-0.315
1.000	-0.050
1.020	0.095
1.040	-0.038
1.060	-0.199
1.080	0.035
1.100	0.143
1.120	-0.052
1.140	0.126
1.160	-0.114
1.180	-0.170
1.200	-0.085
1.220	-0.105
1.240	-0.017
1.260	-0.334
1.280	-0.295
1.300	-0.112
1.320	-0.274
1.340	0.116
1.360	-0.084
1.380	-0.379
1.400	0.113
1.420	0.160
1.440	0.150
1.460	-0.310
1.480	-0.138
1.500	0.038
1.520	-0.271
1.540	0.038
1.560	-0.202
1.580	-0.397
1.600	0.137
1.620	-0.045
1.640	-0.113
1.660	-0.255
1.680	-0.316
1.700	-0.063
1.720	-0.124
1.740	0.033
1.760	-0.222
1.780	-0.401
1.800	0.036
1.820	-0.131
1.840	-0.190
1.860	-0.109
1.880	-0.156
1.900	0.064
1.920	-0.048
1.940	-0.041
1.960	-0.273
1.980	-0.564
2.000	0.023
2.020	-0.016
2.040	-0.053
2.060	-0.065
2.080	-0.334
2.100	0.018
2.120	-0.024
2.140	0.071
2.160	-0.245
2.180	-0.586
2.200	0.098
2.220	-0.054
2.240	-0.251
2.260	-0.206
2.280	-0.417
2.300	0.085
2.320	0.206
2.340	0.115
2.360	-0.109
2.380	-0.314
2.400	0.077
2.420	-0.098
2.440	-0.081
2.460	-0.110
2.480	-0.422
2.500	-0.130
2.520	-0.023
2.540	0.032
2.560	-0.214
2.580	-0.198
2.600	0.062
2.620	-0.140
2.640	-0.174
2.660	-0.226
2.680	-0.467
2.700	-0.222
2.720	0.224
2.740	0.217
2.760	-0.054
2.780	-0.061
2.800	0.185
2.820	0.123
2.840	0.239
2.860	-0.110
2.880	-0.349
2.900	-0.031
2.920	0.125
2.940	0.090
2.960	-0.142
2.980	-0.138
3.000	-0.083
3.020	-0.148
3.040	0.124
3.060	0.008
3.080	-0.407
3.100	-0.434
3.120	-0.167
3.140	-0.231
3.160	-0.456
3.180	-0.086
3.200	0.046
3.220	-0.073
3.240	0.134
3.260	-0.004
3.280	-0.214
3.300	-0.070
3.320	-0.071
3.340	-0.069
3.360	-0.183
3.380	-0.003
3.400	0.003
3.420	-0.169
3.440	0.247
3.460	0.046
3.480	-0.186
3.500	-0.120
3.520	-0.137
3.540	-0.029
3.560	-0.048
3.580	0.147
3.600	0.019
3.620	0.029
3.640	0.344
3.660	0.087
3.680	0.070
3.700	-0.162
3.720	-0.082
3.740	0.025
3.760	-0.069
3.780	0.145
3.800	-0.057
3.820	-0.138
3.840	0.198
3.860	0.122
3.880	0.086
3.900	-0.147
3.920	-0.050
3.940	-0.076
3.960	-0.122
3.980	0.085
4.000	-0.260
4.020	-0.332
4.040	0.291
4.060	0.247
4.080	0.199
4.100	-0.145
4.120	-0.009
4.140	0.155
4.160	0.015
4.180	0.340
4.200	0.002
4.220	-0.121
4.240	0.275
4.260	0.239
4.280	0.311
4.300	0.032
4.320	0.012
4.340	0.042
4.360	-0.025
4.380	0.270
4.400	-0.161
4.420	0.016
4.440	0.383
4.460	0.236
4.480	0.435
4.500	0.048
4.520	-0.065
4.540	0.044
4.560	0.050
4.580	0.450
4.600	-0.006
4.620	-0.321
4.640	0.057
4.660	0.083
4.680	0.369
4.700	0.214
4.720	0.022
4.740	0.061
4.760	0.099
4.780	0.461
4.800	0.012
4.820	-0.158
4.840	0.140
4.860	0.193
4.880	0.366
4.900	0.186
4.920	0.052
4.940	-0.043
4.960	-0.010
4.980	0.327
5.000	-0.033
5.020	-0.154
5.040	0.045
5.060	0.084
5.080	0.393
5.100	0.150
5.120	0.592
5.140	4.941
5.160	11.445
5.180	15.632
5.200	17.298
5.220	18.300
5.240	18.889
5.260	18.926
5.280	18.831
5.300	18.301
5.320	17.864
5.340	17.335
5.360	16.868
5.380	16.086
5.400	14.838
5.420	14.006
5.440	13.179
5.460	12.241
5.480	11.453
5.500	10.603
5.520	9.938
5.540	9.100
5.560	8.765
5.580	8.251
5.600	7.451
5.620	7.094
5.640	6.556
5.660	6.074
5.680	5.965
5.700	5.758
5.720	5.411
5.740	5.052
5.760	5.059
5.780	4.848
5.800	4.541
5.820	4.563
5.840	4.282
5.860	4.109
5.880	4.029
5.900	3.873
5.920	3.760
5.940	3.551
5.960	3.650
5.980	3.606
6.000	3.357
6.020	3.693
6.040	3.508
6.060	3.244
6.080	3.314
6.100	3.183
6.120	3.110
6.140	2.907
6.160	3.226
6.180	3.207
6.200	2.955
6.220	3.294
6.240	2.938
6.260	2.718
6.280	2.953
6.300	2.787
6.320	2.793
6.340	2.626
6.360	2.694
6.380	2.569
6.400	2.282
6.420	2.808
6.440	2.605
6.460	2.307
6.480	2.610
6.500	2.327
6.520	2.518
6.540	2.354
6.560	2.266
6.580	2.072
6.600	1.980
6.620	2.538
6.640	2.453
6.660	2.135
6.680	2.359
6.700	2.167
6.720	2.411
6.740	2.301
6.760	2.081
6.780	2.039
6.800	1.792
6.820	2.288
6.840	2.232
6.860	1.844
6.880	2.074
6.900	2.021
6.920	2.255
6.940	2.033
6.960	1.570
6.980	1.562
7.000	1.591
7.020	2.110
7.040	2.119
7.060	1.740
7.080	1.957
7.100	1.762
7.120	2.041
7.140	2.323
7.160	1.883
7.180	1.777
7.200	1.697
7.220	1.870
7.240	1.933
7.260	1.597
7.280	1.789
7.300	1.676
7.320	1.935
7.340	2.219
7.360	1.790
7.380	1.774
7.400	1.901
7.420	2.002
7.440	1.958
7.460	1.539
7.480	1.671
7.500	1.537
7.520	1.730
7.540	2.099
7.560	1.573
7.580	1.564
7.600	1.829
7.620	1.875
7.640	1.989
7.660	1.787
7.680	1.611
7.700	1.345
7.720	1.475
7.740	1.838
7.760	1.611
7.780	1.380
7.800	1.365
7.820	1.418
7.840	1.690
7.860	1.822
7.880	1.585
7.900	1.422
7.920	1.803
7.940	1.824
7.960	1.595
7.980	1.594
8.000	1.579
8.020	1.562
8.040	1.403
8.060	1.563
8.080	1.563
8.100	1.353
8.120	1.705
8.140	1.586
8.160	1.447
8.180	1.680
8.200	1.487
8.220	1.322
8.240	1.033
8.260	1.354
8.280	1.457
8.300	1.275
8.320	1.534
8.340	1.438
8.360	1.384
8.380	1.547
8.400	1.449
8.420	1.351
8.440	1.008
8.460	1.320
8.480	1.411
8.500	1.221
8.520	1.351
8.540	1.187
8.560	1.315
8.580	1.652
8.600	1.401
8.620	1.180
8.640	1.103
8.660	1.290
8.680	1.239
8.700	0.723
8.720	0.870
8.740	0.877
8.760	1.148
8.780	1.592
8.800	1.374
8.820	1.154
8.840	0.977
8.860	1.110
8.880	1.234
8.900	1.076
8.920	1.146
8.940	0.861
8.960	1.109
8.980	1.410
9.000	1.132
9.020	1.061
9.040	0.879
9.060	1.041
9.080	1.106
9.100	0.942
9.120	0.912
9.140	0.445
9.160	0.852
9.180	1.393
9.200	1.327
9.220	1.176
9.240	0.921
9.260	1.102
9.280	1.078
9.300	0.903
9.320	0.945
9.340	0.551
9.360	0.936
9.380	1.320
9.400	1.103
9.420	1.012
9.440	0.721
9.460	0.966
9.480	1.070
9.500	0.908
9.520	0.805
9.540	0.498
9.560	0.887
9.580	1.120
9.600	0.970
9.620	0.944
9.640	0.657
9.660	0.990
9.680	1.139
9.700	0.959
9.720	0.994
9.740	0.615
9.760	0.817
9.780	1.160
9.800	1.056
9.820	0.826
9.840	0.817
9.860	1.135
9.880	1.220
9.900	1.343
9.920	1.032
9.940	0.460
9.960	0.758
9.980	1.055
10.000	0.968
10.020	0.738
10.040	0.792
10.060	1.061
10.080	1.213
10.100	1.297
10.120	0.884
10.140	0.618
10.160	1.099
10.180	1.151
10.200	0.947
10.220	0.749
10.240	0.641
10.260	0.938
10.280	0.977
10.300	1.166
10.320	1.037
10.340	0.797
10.360	1.246
10.380	1.137
10.400	1.067
10.420	1.050
10.440	0.786
10.460	0.974
10.480	0.930
10.500	0.915
10.520	0.848
10.540	0.716
10.560	1.147
10.580	1.004
10.600	0.939
10.620	1.178
10.640	0.840
10.660	0.972
10.680	0.962
10.700	0.897
10.720	0.786
10.740	0.608
10.760	1.032
10.780	0.939
10.800	0.757
10.820	0.928
10.840	0.832
10.860	1.094
10.880	1.272
10.900	1.121
10.920	1.139
10.940	1.055
10.960	1.178
10.980	0.975
11.000	0.758
11.020	1.001
11.040	1.018
11.060	1.158
11.080	1.127
11.100	0.801
11.120	0.967
11.140	1.065
11.160	1.116
11.180	0.866
11.200	0.655
11.220	0.912
11.240	0.686
11.260	0.767
11.280	0.800
11.300	0.843
11.320	1.109
11.340	1.180
11.360	1.138
11.380	0.764
11.400	0.679
11.420	0.966
11.440	0.987
11.460	1.103
11.480	1.111
11.500	0.826
11.520	0.972
11.540	1.152
11.560	1.072
11.580	0.805
11.600	0.697
11.620	0.929
11.640	0.814
11.660	0.797
11.680	0.856
11.700	0.659
11.720	0.931
11.740	0.996
11.760	1.033
11.780	0.850
11.800	0.642
