0.000	0.045
0.020	0.060
0.040	-0.087
0.060	-0.068
0.080	0.012
0.100	0.071
0.120	0.377
0.140	0.213
0.160	0.211
0.180	0.176
0.200	0.125
0.220	0.104
0.240	-0.012
0.260	0.143
0.280	0.211
0.300	0.182
0.320	0.341
0.340	0.120
0.360	0.094
0.380	0.202
0.400	0.136
0.420	0.045
0.440	-0.221
0.460	0.166
0.480	0.232
0.500	0.128
0.520	0.382
0.540	0.218
0.560	0.201
0.580	0.418
0.600	0.266
0.620	-0.034
0.640	-0.132
0.660	0.124
0.680	0.197
0.700	0.116
0.720	0.279
0.740	0.103
0.760	0.128
0.780	0.457
0.800	0.247
0.820	0.133
0.840	0.152
0.860	0.173
0.880	0.103
0.900	-0.227
0.920	0.030
0.940	-0.232
0.960	-0.009
0.980	0.460
1.000	0.243
1.020	0.148
1.040	0.046
1.060	0.099
1.080	0.252
1.100	0.009
1.120	-0.005
1.140	-0.141
1.160	-0.049
1.180	0.186
1.200	0.047
1.220	0.044
1.240	0.084
1.260	0.190
1.280	0.213
1.300	-0.034
1.320	0.024
1.340	-0.291
1.360	-0.417
1.380	-0.000
1.400	0.081
1.420	0.029
1.440	-0.015
1.460	0.104
1.480	0.049
1.500	-0.074
1.520	-0.061
1.540	-0.288
1.560	-0.156
1.580	0.214
1.600	-0.049
1.620	-0.118
1.640	0.044
1.660	0.109
1.680	0.133
1.700	-0.033
1.720	-0.074
1.740	-0.260
1.760	-0.100
1.780	0.032
1.800	-0.205
1.820	-0.338
1.840	0.004
1.860	0.243
1.880	0.101
1.900	-0.074
1.920	-0.008
1.940	-0.311
1.960	-0.117
1.980	0.302
2.000	-0.032
2.020	-0.078
2.040	-0.068
2.060	0.092
2.080	0.139
2.100	-0.188
2.120	-0.110
2.140	-0.279
2.160	-0.067
2.180	0.237
2.200	-0.106
2.220	0.015
2.240	-0.256
2.260	-0.185
2.280	-0.035
2.300	-0.202
2.320	-0.067
2.340	-0.339
2.360	-0.140
2.380	0.234
2.400	-0.057
2.420	-0.071
2.440	-0.039
2.460	0.095
2.480	0.004
2.500	-0.249
2.520	-0.029
2.540	-0.364
2.560	-0.153
2.580	0.179
2.600	-0.060
2.620	-0.197
2.640	-0.118
2.660	0.137
2.680	0.149
2.700	0.054
2.720	0.019
2.740	-0.333
2.760	-0.122
2.780	0.352
2.800	0.161
2.820	0.042
2.840	-0.146
2.860	0.066
2.880	0.109
2.900	-0.133
2.920	-0.047
2.940	-0.392
2.960	-0.096
2.980	0.320
3.000	0.151
3.020	0.075
3.040	-0.078
3.060	0.030
3.080	-0.096
3.100	-0.207
3.120	-0.210
3.140	-0.431
3.160	-0.176
3.180	0.108
3.200	-0.031
3.220	-0.121
3.240	-0.148
3.260	0.151
3.280	0.177
3.300	0.297
3.320	0.095
3.340	-0.249
3.360	0.116
3.380	0.194
3.400	0.133
3.420	0.029
3.440	-0.229
3.460	0.034
3.480	-0.053
3.500	-0.073
3.520	-0.172
3.540	-0.611
3.560	0.147
3.580	0.309
3.600	0.193
3.620	0.351
3.640	-0.180
3.660	0.112
3.680	0.150
3.700	0.178
3.720	0.149
3.740	-0.323
3.760	0.151
3.780	0.184
3.800	0.007
3.820	0.237
3.840	-0.197
3.860	0.078
3.880	0.339
3.900	0.282
3.920	0.068
3.940	-0.584
3.960	0.032
3.980	0.058
4.000	0.034
4.020	0.341
4.040	-0.065
4.060	0.114
4.080	0.240
4.100	0.299
4.120	0.112
4.140	-0.345
4.160	0.135
4.180	0.270
4.200	0.310
4.220	0.428
4.240	-0.084
4.260	0.076
4.280	0.237
4.300	0.376
4.320	0.149
4.340	-0.458
4.360	0.137
4.380	0.361
4.400	0.108
4.420	0.325
4.440	-0.071
4.460	0.187
4.480	0.544
4.500	0.416
4.520	0.225
4.540	0.023
4.560	0.323
4.580	0.320
4.600	0.087
4.620	0.252
4.640	-0.022
4.660	0.068
4.680	0.415
4.700	0.435
4.720	0.312
4.740	0.157
4.760	0.129
4.780	0.050
4.800	0.169
4.820	0.347
4.840	0.033
4.860	0.145
4.880	0.377
4.900	0.348
4.920	0.341
4.940	0.249
4.960	0.284
4.980	0.203
5.000	0.174
5.020	0.302
5.040	0.005
5.060	0.165
5.080	0.573
5.100	0.391
5.120	1.033
5.140	6.086
5.160	12.872
5.180	16.533
5.200	18.229
5.220	19.384
5.240	19.562
5.260	19.701
5.280	19.844
5.300	19.333
5.320	18.749
5.340	17.991
5.360	17.274
5.380	16.248
5.400	15.175
5.420	14.513
5.440	13.393
5.460	12.560
5.480	11.852
5.500	10.857
5.520	10.172
5.540	9.581
5.560	9.028
5.580	8.361
5.600	7.761
5.620	7.301
5.640	6.676
5.660	6.408
5.680	6.189
5.700	5.865
5.720	5.543
5.740	5.454
5.760	5.401
5.780	5.145
5.800	5.039
5.820	4.859
5.840	4.524
5.860	4.384
5.880	4.312
5.900	4.167
5.920	4.033
5.940	3.978
5.960	3.980
5.980	3.910
6.000	4.035
6.020	3.842
6.040	3.604
6.060	3.809
6.080	3.728
6.100	3.507
6.120	3.419
6.140	3.383
6.160	3.463
6.180	3.291
6.200	3.501
6.220	3.435
6.240	3.194
6.260	3.342
6.280	3.250
6.300	3.099
6.320	2.967
6.340	2.958
6.360	3.132
6.380	2.959
6.400	2.995
6.420	3.032
6.440	2.888
6.460	3.195
6.480	2.888
6.500	2.758
6.520	2.838
6.540	2.677
6.560	2.783
6.580	2.534
6.600	2.656
6.620	2.750
6.640	2.632
6.660	3.002
6.680	2.699
6.700	2.505
6.720	2.760
6.740	2.563
6.760	2.531
6.780	2.359
6.800	2.590
6.820	2.536
6.840	2.390
6.860	2.788
6.880	2.478
6.900	2.219
6.920	2.424
6.940	2.359
6.960	2.399
6.980	2.173
7.000	2.137
7.020	2.258
7.040	2.031
7.060	2.432
7.080	2.255
7.100	2.157
7.120	2.503
7.140	2.206
7.160	2.145
7.180	1.872
7.200	2.078
7.220	2.148
7.240	2.051
7.260	2.393
7.280	2.005
7.300	1.845
7.320	2.095
7.340	2.156
7.360	2.122
7.380	1.680
7.400	1.908
7.420	2.065
7.440	2.016
7.460	2.294
7.480	1.883
7.500	1.794
7.520	2.199
7.540	2.020
7.560	1.953
7.580	1.513
7.600	1.557
7.620	1.892
7.640	1.826
7.660	2.229
7.680	1.975
7.700	1.750
7.720	1.955
7.740	1.816
7.760	1.861
7.780	1.648
7.800	1.649
7.820	1.689
7.840	1.587
7.860	1.975
7.880	1.665
7.900	1.553
7.920	2.005
7.940	1.757
7.960	1.740
7.980	1.513
8.000	1.477
8.020	1.689
8.040	1.652
8.060	1.973
8.080	1.669
8.100	1.533
8.120	1.943
8.140	1.686
8.160	1.742
8.180	1.520
8.200	1.394
8.220	1.548
8.240	1.373
8.260	1.666
8.280	1.536
8.300	1.313
8.320	1.730
8.340	1.617
8.360	1.638
8.380	1.397
8.400	1.248
8.420	1.593
8.440	1.435
8.460	1.718
8.480	1.509
8.500	1.289
8.520	1.664
8.540	1.501
8.560	1.516
8.580	1.213
8.600	1.091
8.620	1.434
8.640	1.345
8.660	1.679
8.680	1.416
8.700	0.898
8.720	1.422
8.740	1.449
8.760	1.509
8.780	1.586
8.800	1.251
8.820	1.364
8.840	1.244
8.860	1.451
8.880	1.196
8.900	0.791
8.920	1.400
8.940	1.470
8.960	1.531
8.980	1.568
9.000	1.175
